name,sex,event,age,bodyweightkg,weightclasskg,best3squatkg,best3benchkg,best3deadliftkg,totalkg,date
Ove Fosse,M,SBD,50.5,110.8,120,160.0,127.5,190.0,477.5,2019-12-07
Elisabeth Sletten,F,SBD,21.5,55.4,57,87.5,72.5,135.0,295.0,2017-06-10
Vidar Johansen,M,SBD,54.5,111.2,120,260.0,170.0,260.0,690.0,2019-03-30
Elisabeth Sletten,F,SBD,21.5,55.4,57,87.5,75.0,125.0,287.5,2017-09-22
Elise Rosenborg,F,SBD,22.0,61.2,63,87.5,70.0,112.5,270.0,2015-08-22
Karl Magne Lund,M,SBD,15.5,94.5,100,165.0,110.0,210.0,485.0,2010-12-11
Fredrik Ingebrigtsen,M,SBD,21.5,91.4,93,217.5,190.0,260.0,667.5,2011-11-18
Even Bless Liland,M,SBD,19.5,119.2,120,237.5,172.5,290.0,700.0,2011-11-18
Vetle Velle,M,SBD,17.5,97.0,105,200.0,125.0,250.0,575.0,2021-08-07
Elise Rosenborg,F,SBD,22.0,60.83,63,95.0,77.5,120.0,292.5,2015-11-19
Annemari Løberg Larsen,F,SBD,22.5,79.02,84,147.5,67.5,180.0,395.0,2015-11-19
Monica S. Rasmussen,F,SBD,42.5,56.83,57,132.5,62.5,145.0,340.0,2015-11-19
Kim Eikefet,F,SBD,41.5,81.71,84,100.0,57.5,137.5,295.0,2015-11-19
Eva Engskar,F,SBD,41.5,84.1,84+,137.5,115.0,152.5,405.0,2015-11-19
Anne Hellem,F,SBD,53.5,78.11,84,97.5,50.0,137.5,285.0,2015-11-19
Tove Michalsen,F,SBD,55.5,86.32,84+,97.5,57.5,127.5,282.5,2015-11-19
Marit Pettersen,F,SBD,60.5,90.33,84+,102.5,57.5,140.0,300.0,2015-11-19
Chido Nnoli,M,SBD,17.5,71.54,74,177.5,100.0,245.0,522.5,2015-11-19
Ali Hamdan,M,SBD,15.5,91.05,93,220.0,147.5,260.0,627.5,2015-11-19
Ole Martin Hofseth,M,SBD,21.5,65.75,66,185.0,135.0,185.0,505.0,2015-11-19
Fredrik Våge Hovland,M,SBD,21.5,82.54,83,210.0,142.5,257.5,610.0,2015-11-19
Marton Hodnefjell,M,SBD,19.5,77.54,83,140.0,122.5,200.0,462.5,2015-11-19
Tarald Knudsen Øvrebø,M,SBD,19.5,92.05,93,245.0,147.5,260.0,652.5,2015-11-19
Bjarte Vik Larsen,M,SBD,20.5,117.42,120,265.0,187.5,270.0,722.5,2015-11-19
Erik Røen,M,SBD,18.5,125.52,120+,252.5,155.0,280.0,687.5,2015-11-19
Lars Dalby Markussen,M,SBD,40.5,113.27,120,275.0,165.0,307.0,747.0,2015-11-19
Bjørn Astad,M,SBD,51.5,73.75,74,175.0,135.0,205.0,515.0,2015-11-19
Jane Kvelland Berntsen,F,SBD,47.5,56.9,57,90.0,55.0,115.0,260.0,2017-06-24
Hege Velten,F,SBD,43.5,58.15,63,85.0,52.5,102.5,240.0,2017-06-24
Lise Reierskog,F,SBD,39.5,71.3,72,115.0,82.5,157.5,355.0,2017-06-24
Kirsti Løken,F,SBD,62.5,63.8,72,90.0,50.0,110.0,250.0,2017-06-24
Erik Elvsvingen,M,SBD,26.5,92.75,93,245.0,165.0,280.0,690.0,2017-06-24
Emma Elise Aas,F,SBD,15.5,51.72,52,90.0,42.5,127.5,260.0,2019-12-14
Jøran Langset,M,SBD,41.5,78.6,83,200.0,140.0,200.0,540.0,2019-12-14
Karen Hesthammer,F,SBD,22.5,51.73,52,135.0,88.0,150.0,373.0,2017-10-20
Pernille Stenberg,F,SBD,22.5,51.5,52,102.5,80.0,125.0,307.5,2017-10-20
Irina Melkild,F,SBD,19.5,50.19,52,105.0,67.5,120.0,292.5,2017-10-20
Camilla Vik Nygård,F,SBD,17.5,51.25,52,105.0,62.5,125.0,292.5,2017-10-20
Hilde Mikkelsen Haugen,F,SBD,25.5,56.58,57,137.5,90.0,137.5,365.0,2017-10-20
Julie Dahle,F,SBD,38.5,56.88,57,135.0,80.0,137.5,352.5,2017-10-20
Ingri Thingstad Storstad,F,SBD,23.5,55.93,57,122.5,80.0,145.0,347.5,2017-10-20
Julie Fosseide,F,SBD,24.5,56.58,57,120.0,75.0,150.0,345.0,2017-10-20
Signe Elisabeth Belden,F,SBD,33.5,62.69,63,152.5,90.0,167.5,410.0,2017-10-20
Lena Sjøl,F,SBD,20.0,59.76,63,140.0,87.5,172.5,400.0,2017-10-20
Tutta Kristine Hanssen,F,SBD,27.5,60.32,63,137.5,96.5,160.0,394.0,2017-10-20
Sunniva Nordskog,F,SBD,30.5,61.7,63,130.0,92.5,162.5,385.0,2017-10-20
Katrine Sundal Haune,F,SBD,21.5,62.83,63,140.0,92.5,150.0,382.5,2017-10-20
Kamilla Kolvig,F,SBD,27.5,63.0,63,130.0,67.5,171.5,369.0,2017-10-20
Monica S. Rasmussen,F,SBD,44.5,60.7,63,147.5,70.0,145.0,362.5,2017-10-20
Linn Hèlen Solbakken Fjeld,F,SBD,24.5,62.05,63,115.0,85.0,130.0,330.0,2017-10-20
Solveig Röngevær,F,SBD,19.5,62.03,63,105.0,62.5,132.5,300.0,2017-10-20
Marte Elverum,F,SBD,27.0,71.58,72,170.0,97.5,215.5,483.0,2017-10-20
Annemari Løberg Larsen,F,SBD,24.5,71.06,72,160.0,70.0,210.0,440.0,2017-10-20
Stine Liverød,F,SBD,24.5,71.3,72,155.0,100.0,167.5,422.5,2017-10-20
Dina Lorentzen,F,SBD,17.5,67.9,72,140.0,87.5,172.5,400.0,2017-10-20
Marte Kjenner,F,SBD,27.5,71.96,72,145.0,87.5,167.5,400.0,2017-10-20
Isabell Adolfsen,F,SBD,17.5,66.64,72,127.5,77.5,177.5,382.5,2017-10-20
Sandra Persson,F,SBD,21.5,71.38,72,135.0,75.0,165.0,375.0,2017-10-20
Malene Joensen,F,SBD,21.5,70.88,72,140.0,82.5,150.0,372.5,2017-10-20
Lise Reierskog,F,SBD,39.5,70.96,72,125.0,80.0,162.5,367.5,2017-10-20
Siri Anita Slettmyr,F,SBD,32.5,82.54,84,160.0,97.5,182.5,440.0,2017-10-20
Julie Berger Johansen,F,SBD,24.5,83.25,84,175.0,87.5,177.5,440.0,2017-10-20
Stine Hamre,F,SBD,21.5,79.65,84,167.5,92.5,175.0,435.0,2017-10-20
Karen Tvedt,F,SBD,40.0,81.43,84,175.0,85.0,172.5,432.5,2017-10-20
Isabel Carina Nakken Cloin,F,SBD,28.5,80.43,84,155.0,85.0,185.0,425.0,2017-10-20
Karoline Tanche-Larsen,F,SBD,21.5,83.56,84,155.0,85.0,165.0,405.0,2017-10-20
Jenny Heyerdahl Bryhni,F,SBD,23.5,78.12,84,150.0,80.0,150.0,380.0,2017-10-20
Sofie Horne,F,SBD,15.5,75.21,84,132.5,67.5,142.5,342.5,2017-10-20
Kristina Grimstad Nordstrand,F,SBD,38.5,80.92,84,122.5,75.0,142.5,340.0,2017-10-20
Lene Thorén,F,SBD,36.5,123.48,84+,180.0,92.5,170.0,442.5,2017-10-20
Jøran Langset,M,SBD,39.5,72.84,74,212.5,132.5,255.0,600.0,2017-10-20
Sigurd Kjelvik Berg,M,SBD,22.5,73.06,74,205.0,115.0,232.5,552.5,2017-10-20
Sindre Mobraaten,M,SBD,21.5,82.82,83,215.0,140.0,265.0,620.0,2017-10-20
Andre Sørlie Nilsen,M,SBD,17.5,82.69,83,215.0,127.5,240.0,582.5,2017-10-20
André Midtby,M,SBD,25.5,90.64,93,275.0,192.5,295.0,762.5,2017-10-20
Knut Martin Haraldsen,M,SBD,22.5,92.06,93,270.5,190.0,285.0,745.5,2017-10-20
Toni Johannessen Amengual,M,SBD,24.5,91.48,93,272.5,172.5,290.0,735.0,2017-10-20
Endre Wollan,M,SBD,27.5,92.33,93,245.0,187.5,300.0,732.5,2017-10-20
Erik Elvsvingen,M,SBD,26.5,92.4,93,257.5,170.0,285.0,712.5,2017-10-20
Ali Hamdan,M,SBD,17.5,93.0,93,275.5,160.0,275.0,710.5,2017-10-20
Helge Hansen,M,SBD,37.5,90.26,93,215.0,162.5,272.5,650.0,2017-10-20
Sondre Engkvist,M,SBD,21.5,91.48,93,210.0,152.5,250.0,612.5,2017-10-20
Joel Immanuel Vikesland,M,SBD,19.5,91.16,93,197.5,135.0,270.0,602.5,2017-10-20
Bengt Eide-Olsen,M,SBD,55.5,92.58,93,195.0,140.0,210.0,545.0,2017-10-20
Truls Moe,M,SBD,28.5,103.26,105,250.0,167.5,285.0,702.5,2017-10-20
Torben H. Strømsvik,M,SBD,24.5,100.78,105,225.0,170.0,260.0,655.0,2017-10-20
Torgeir Skoge,M,SBD,43.5,104.56,105,212.5,150.0,225.0,587.5,2017-10-20
Jim Ljungquist,M,SBD,49.5,116.9,120,205.0,182.5,255.0,642.5,2017-10-20
Ronny Andersen,M,SBD,52.5,117.85,120,217.5,150.0,240.0,607.5,2017-10-20
Erik Røen,M,SBD,20.5,136.5,120+,317.5,185.0,327.5,830.0,2017-10-20
Henrik Jensvold,M,SBD,17.5,112.8,120,202.5,150.0,215.0,567.5,2012-12-15
Linn Hèlen Solbakken Fjeld,F,SBD,22.5,61.0,63,85.0,60.0,105.0,250.0,2015-02-28
Julie Berger Johansen,F,SBD,22.5,73.15,84,130.0,60.0,142.5,332.5,2015-02-28
Hans Jørgen Fjeld,M,SBD,15.5,60.5,66,100.0,82.5,125.0,307.5,2015-02-28
Leif Sydengen,M,SBD,59.5,100.05,105,192.5,152.5,212.5,557.5,2015-02-28
Tarald Knudsen Øvrebø,M,SBD,16.5,83.0,83,140.0,112.5,200.0,452.5,2012-10-07
Joachim Merenyi,M,SBD,17.5,115.5,120,205.0,155.0,242.5,602.5,2012-10-07
Marthine Myhr,F,SBD,15.5,61.65,63,82.5,67.5,115.0,265.0,2015-04-18
Yngve Hopen,M,SBD,30.5,72.9,74,155.0,100.0,230.0,485.0,2015-04-18
Geir Arne Giseth,M,SBD,48.5,136.9,120+,250.0,175.0,310.0,735.0,2015-04-18
Bengt Eide-Olsen,M,SBD,53.5,109.15,120,210.0,162.5,205.0,577.5,2015-04-18
Marthe Engskar Ramsrud,F,SBD,18.5,75.0,84,115.0,105.0,130.0,350.0,2018-06-16
Jenny Heyerdahl Bryhni,F,SBD,24.5,79.9,84,160.0,85.0,165.0,410.0,2018-06-16
Caroline Hoff Hansen,F,SBD,41.5,50.9,52,95.0,62.5,117.5,275.0,2023-04-21
Monica Dahle,F,SBD,44.5,56.1,57,127.5,77.5,122.5,327.5,2023-04-21
Solveig Mehlum Teppen,F,SBD,47.5,56.6,57,102.5,65.0,151.0,318.5,2023-04-21
Hege Berge,F,SBD,40.5,61.3,63,135.0,67.5,150.0,352.5,2023-04-21
Manuela Pischel-Bakker,F,SBD,46.0,66.95,69,157.5,87.5,173.0,418.0,2023-04-21
Eilen Pollen,F,SBD,41.5,68.1,69,145.0,97.5,170.0,412.5,2023-04-21
Guro Bøe,F,SBD,44.5,75.75,76,160.0,87.5,187.5,435.0,2023-04-21
Kristina Grimstad Nordstrand,F,SBD,44.5,82.9,84,150.0,90.0,162.5,402.5,2023-04-21
Jane Kvelland Berntsen,F,SBD,53.5,56.65,57,125.0,70.0,130.0,325.0,2023-04-21
Hege Velten,F,SBD,49.5,62.1,63,115.0,60.0,143.0,318.0,2023-04-21
Kari Holmen Sunnarvik,F,SBD,56.5,66.1,69,110.0,67.5,137.5,315.0,2023-04-21
Liv Caspersen,F,SBD,53.5,74.7,76,127.5,57.5,130.0,315.0,2023-04-21
Rita Pernille Bråthen,F,SBD,54.5,89.5,84+,130.0,65.0,152.5,347.5,2023-04-21
Hege Henriksen Bubandt,F,SBD,61.5,56.65,57,105.0,50.0,140.5,295.5,2023-04-21
Ingeborg Gjone,F,SBD,61.5,56.5,57,100.0,58.5,127.5,286.0,2023-04-21
Lene Einarsen,F,SBD,59.5,75.85,76,93.0,76.5,100.0,269.5,2023-04-21
Inger Blikra,F,SBD,61.5,83.05,84,133.0,100.0,150.0,383.0,2023-04-21
Tove Michalsen,F,SBD,63.5,81.3,84,110.0,60.0,130.0,300.0,2023-04-21
Charito A Kløvstad,F,SBD,71.5,55.0,57,84.0,45.5,125.5,255.0,2023-04-21
Jøran Langset,M,SBD,45.5,79.6,83,222.5,132.5,252.5,607.5,2023-04-21
Helge Hansen,M,SBD,43.5,91.85,93,265.0,160.0,280.0,705.0,2023-04-21
Terje Myrvold,M,SBD,55.5,65.4,66,130.0,95.0,165.0,390.0,2023-04-21
Geir Ottar Olsen,M,SBD,57.5,81.85,83,190.0,125.0,220.0,535.0,2023-04-21
Roar Fjellet,M,SBD,56.5,82.45,83,210.0,122.5,195.0,527.5,2023-04-21
Geir Bedin,M,SBD,54.5,82.25,83,225.0,50.0,240.0,515.0,2023-04-21
Ove Fosse,M,SBD,54.5,101.15,105,200.0,127.5,227.5,555.0,2023-04-21
Raymond Andersen,M,SBD,55.5,103.3,105,195.0,142.5,195.0,532.5,2023-04-21
Bjarne Havnen,M,SBD,54.5,118.85,120,180.0,162.5,232.5,575.0,2023-04-21
Riad Sollien,M,SBD,52.5,142.2,120+,265.0,172.5,302.5,740.0,2023-04-21
Jan Edvard Jensen,M,SBD,63.5,93.0,93,212.5,110.0,253.5,576.0,2023-04-21
Oddbjørn Viken,M,SBD,61.5,92.5,93,162.5,112.5,197.5,472.5,2023-04-21
Morten Rygh,M,SBD,64.5,91.45,93,160.0,92.5,200.0,452.5,2023-04-21
Bengt Eide-Olsen,M,SBD,61.5,102.3,105,175.0,150.0,205.0,530.0,2023-04-21
Solveig Mehlum Teppen,F,SBD,46.5,56.97,57,100.0,70.0,152.5,322.5,2022-12-03
Riad Sollien,M,SBD,51.5,139.95,120+,255.0,165.0,300.0,720.0,2022-12-03
Terje Wang,M,SBD,75.5,72.82,74,110.0,80.0,132.5,322.5,2022-12-03
Camilla Vik Nygård,F,SBD,17.5,51.0,52,100.0,55.0,120.0,275.0,2017-06-16
Linn Hèlen Solbakken Fjeld,F,SBD,23.5,55.8,57,105.0,72.5,120.0,297.5,2016-06-25
Leif Sydengen,M,SBD,60.5,102.75,105,100.0,155.5,220.0,475.5,2016-06-25
Karen Hesthammer,F,SBD,21.5,51.94,52,127.5,82.5,140.0,350.0,2016-06-25
Anja Wiggen Skancke,F,SBD,16.5,75.1,76,157.5,65.0,162.5,385.0,2022-08-20
Monika Kvam,F,SBD,23.5,70.6,72,140.0,95.0,140.0,375.0,2018-12-08
Heidi Sighovd,F,SBD,46.5,70.5,72,90.0,57.5,107.5,255.0,2018-12-08
Vetle Skundberg,M,SBD,18.0,70.75,74,125.0,112.5,142.5,380.0,2018-12-08
Joel Immanuel Vikesland,M,SBD,21.0,92.15,93,220.0,147.5,300.0,667.5,2018-12-08
Vebjørn Brastad,M,SBD,47.5,86.35,93,170.0,110.0,200.0,480.0,2018-12-08
Stine Hamre,F,SBD,21.5,79.5,84,165.0,87.5,170.0,422.5,2017-01-14
Lene Thorén,F,SBD,36.5,121.6,84+,175.5,87.5,170.0,433.0,2017-01-14
Marit Pettersen,F,SBD,62.5,89.75,84+,120.0,60.0,153.0,333.0,2017-01-14
Jacob Florelius,M,SBD,18.5,75.5,83,185.0,135.0,235.0,555.0,2017-01-14
Jøran Langset,M,SBD,39.5,73.7,74,220.0,135.5,250.0,605.5,2017-01-14
Bjarne Havnen,M,SBD,48.5,119.6,120,202.5,155.0,232.5,590.0,2017-01-14
Morten Novum,M,SBD,53.5,131.9,120+,177.5,140.0,195.0,512.5,2017-01-14
Lise Reierskog,F,SBD,39.5,71.2,72,122.5,80.0,151.0,353.5,2017-01-14
Jørgen Andreas Hansen,M,SBD,30.5,119.2,120,300.5,210.0,295.0,805.5,2017-01-14
Sebastian Bruvik,M,SBD,18.0,65.8,66,185.0,115.0,212.5,512.5,2018-12-03
Georg Øksendal,M,SBD,44.5,123.07,120+,215.0,180.0,220.0,615.0,2018-03-10
Tarald Knudsen Øvrebø,M,SBD,17.5,84.0,93,185.0,115.0,220.0,520.0,2013-06-15
Stine Hamre,F,SBD,20.5,79.3,84,155.0,75.0,160.0,390.0,2016-06-11
Iselin Rolseth,F,SBD,24.5,62.45,63,130.0,95.0,145.0,370.0,2016-06-11
Stine Liverød,F,SBD,23.5,78.35,84,140.0,85.0,140.0,365.0,2016-06-11
Jacob Florelius,M,SBD,17.5,81.55,83,180.0,120.0,220.0,520.0,2016-06-11
Ali Hamdan,M,SBD,16.5,91.7,93,250.0,157.5,265.0,672.5,2016-06-11
Jøran Langset,M,SBD,38.5,72.6,74,220.0,130.0,245.0,595.0,2016-06-11
Erik Elvsvingen,M,SBD,25.5,91.35,93,230.0,150.0,270.0,650.0,2016-06-11
Riad Sollien,M,SBD,47.5,140.3,120+,230.0,160.0,280.0,670.0,2018-11-28
Knut Martin Haraldsen,M,SBD,16.5,101.8,105,180.0,160.0,230.0,570.0,2011-08-24
Ove Fosse,M,SBD,48.5,107.4,120,170.0,115.0,190.0,475.0,2017-03-11
Isak Asperud,M,SBD,19.5,86.6,93,267.5,180.0,270.0,717.5,2022-02-05
Katrine Nystad Kvitvær,F,SBD,23.5,59.81,63,112.5,70.0,140.0,322.5,2018-03-17
Birgitte Lorentzen,F,SBD,42.5,108.2,84+,132.5,77.5,150.0,360.0,2018-03-17
Rita Pernille Bråthen,F,SBD,49.5,92.33,84+,132.5,70.0,165.0,367.5,2018-03-17
Tove Michalsen,F,SBD,58.5,87.67,84+,105.0,60.0,135.0,300.0,2018-03-17
Eskild Sommernes,M,SBD,59.5,99.85,105,130.0,115.0,210.0,455.0,2018-03-17
Isak Asperud,M,SBD,21.0,92.1,93,275.0,185.0,275.0,735.0,2023-06-10
Andreas Sebastian Sundquist,M,SBD,21.5,102.1,105,225.0,152.5,250.0,627.5,2016-12-17
Bengt Eide-Olsen,M,SBD,54.5,92.6,93,187.5,150.0,210.0,547.5,2016-08-27
Joakim Eriksson Aas,M,SBD,15.5,85.05,93,140.0,87.5,175.0,402.5,2019-05-04
Erik Elvsvingen,M,SBD,28.5,92.7,93,265.0,180.0,300.0,745.0,2019-05-04
Vidar Alexander Ringvold,M,SBD,63.5,113.25,120,202.5,162.5,207.5,572.5,2019-05-04
Jøran Langset,M,SBD,37.5,73.9,74,217.5,132.5,240.0,590.0,2015-01-24
Edvard Heimen,M,SBD,22.5,87.6,93,160.0,180.0,225.0,565.0,2011-04-22
Linda Zahl Pedersen,F,SBD,21.5,79.35,84,142.5,70.0,170.0,382.5,2017-12-16
Maria Letnes,F,SBD,25.5,71.8,72,162.5,120.0,180.0,462.5,2017-12-16
Mathias Hergot,M,SBD,17.5,89.9,93,185.0,140.0,220.0,545.0,2017-12-16
Julian Sagøy,M,SBD,19.5,115.25,120,237.5,155.0,302.5,695.0,2017-12-16
Erik Røen,M,SBD,20.5,136.75,120+,317.5,170.0,320.0,807.5,2017-12-16
Magnus Varpen Langleite,M,SBD,21.5,72.5,74,172.5,140.0,200.0,512.5,2019-02-15
Edvard Heimen,M,SBD,30.5,104.99,105,225.0,210.0,255.0,690.0,2019-02-15
Manuela Pischel-Bakker,F,SBD,40.0,59.7,63,130.0,80.0,145.0,355.0,2018-02-24
Daniel Andersen Nilsen,M,SBD,16.5,53.8,59,125.0,72.5,122.5,320.0,2018-02-24
Germe Wimpaye,M,SBD,21.5,77.9,83,192.5,122.5,230.0,545.0,2018-02-24
Simon Bråthe Johansen,M,SBD,23.5,73.0,74,185.0,95.0,220.0,500.0,2018-02-24
Sebastian Bruvik,M,SBD,18.5,69.9,74,210.0,122.5,220.0,552.5,2019-06-03
Aksel Stavheim,M,SBD,14.5,74.0,75,112.5,90.0,150.0,352.5,2010-12-18
Charito A Kløvstad,F,SBD,70.0,53.95,57,75.0,37.5,110.0,222.5,2021-06-12
Joakim Eriksson Aas,M,SBD,17.5,92.0,93,187.5,135.0,220.0,542.5,2021-06-12
Erik Røen,M,SBD,18.5,124.2,120+,235.0,150.0,280.0,665.0,2015-02-07
Truls Moe,M,SBD,27.5,105.0,105,245.0,170.0,285.0,700.0,2016-12-10
Vidar Johansen,M,SBD,51.5,108.1,120,252.5,170.0,240.0,662.5,2016-12-10
Gina Bakke Bolstad,F,SBD,27.5,73.4,84,167.5,87.5,157.5,412.5,2019-02-04
Jacob Florelius,M,SBD,17.5,81.1,83,180.0,130.0,220.0,530.0,2016-04-09
Lars S. Kirkebøen,M,SBD,33.5,144.95,120+,290.0,175.0,342.5,807.5,2016-04-09
Marton Hodnefjell,M,SBD,19.5,77.1,83,135.0,125.0,190.0,450.0,2015-08-22
Anna Dorthea Espevik,F,SBD,14.5,70.4,72,85.0,80.0,133.0,298.0,2013-04-27
Yngve Hopen,M,SBD,28.5,58.1,59,115.0,95.0,182.5,392.5,2013-04-27
Stian Botnen,M,SBD,32.5,87.8,93,215.0,185.0,285.0,685.0,2013-04-27
Torgeir Skoge,M,SBD,39.5,107.8,120,165.0,150.0,190.0,505.0,2013-04-27
Geir Arne Giseth,M,SBD,46.5,126.8,120+,235.0,170.0,300.0,705.0,2013-04-27
Malene Joensen,F,SBD,22.5,70.35,72,160.0,82.5,157.5,400.0,2018-02-03
Signe Elisabeth Belden,F,SBD,34.5,62.55,63,155.0,90.0,170.0,415.0,2018-02-03
Monica S. Rasmussen,F,SBD,45.5,62.27,63,153.0,70.0,152.5,375.5,2018-02-03
Anne Hellem,F,SBD,56.5,83.95,84,107.5,60.0,150.0,317.5,2018-02-03
Sebastian Bruvik,M,SBD,17.5,65.9,66,175.0,108.5,201.0,484.5,2018-02-03
Einar Naveen Møen,M,SBD,15.5,73.3,74,95.0,70.0,105.0,270.0,2018-02-03
Yngve Hopen,M,SBD,33.5,74.7,83,200.0,122.5,260.0,582.5,2018-02-03
Even Bless Liland,M,SBD,26.5,119.6,120,280.0,212.5,312.5,805.0,2018-02-03
Maria Letnes,F,SBD,26.5,70.51,72,170.0,125.0,190.0,485.0,2018-02-03
Signe Elisabeth Belden,F,SBD,32.5,61.8,63,135.0,80.0,152.5,367.5,2016-07-05
Gina Bakke Bolstad,F,SBD,24.5,69.3,72,135.0,75.0,145.0,355.0,2016-07-05
Eirin Herland,F,SBD,49.0,96.9,84+,115.0,75.0,130.0,320.0,2018-12-08
Kasper Høiland Andersen,M,SBD,17.5,82.25,83,200.0,130.0,220.0,550.0,2018-12-08
Marton Hodnefjell,M,SBD,22.5,83.25,93,180.0,140.0,230.0,550.0,2018-12-08
Tarald Knudsen Øvrebø,M,SBD,22.5,103.95,105,280.0,170.0,280.0,730.0,2018-12-08
Sindre G. Østerås,M,SBD,19.5,99.6,100,190.0,145.0,250.0,585.0,2010-12-18
Andreas Michalsen,M,SBD,19.5,97.3,100,115.0,100.0,130.0,345.0,2010-12-18
Kim-Raino Rølvåg,M,SBD,23.5,72.9,75,190.0,147.5,205.0,542.5,2010-12-18
Jan Edvard Jensen,M,SBD,50.5,89.6,90,202.5,135.0,225.0,562.5,2010-12-18
Tove Michalsen,F,SBD,58.5,83.96,84,117.5,55.0,135.0,307.5,2018-12-15
Rita Pernille Bråthen,F,SBD,49.5,94.78,84+,135.0,75.0,170.0,380.0,2018-12-15
Christoffer Nygård,M,SBD,22.5,118.7,120,220.0,140.0,260.0,620.0,2018-12-15
Morten Rygh,M,SBD,59.5,92.42,93,155.0,100.0,200.0,455.0,2018-12-15
Siri Anita Slettmyr,F,SBD,38.5,83.75,84,160.0,105.0,180.0,445.0,2023-06-03
Rita Pernille Bråthen,F,SBD,54.5,90.94,84+,120.0,70.0,150.0,340.0,2023-06-03
Johannes Kristensen,M,SBD,25.5,94.22,105,260.0,182.5,300.0,742.5,2023-06-03
Mathias Hergot,M,SBD,16.5,83.8,93,147.5,105.0,212.5,465.0,2016-03-10
Christoffer Nygård,M,SBD,25.5,124.92,120+,220.0,150.0,260.0,630.0,2021-08-21
Erik Røen,M,SBD,18.5,124.0,120+,232.5,147.5,275.0,655.0,2015-01-31
Rita Pernille Bråthen,F,SBD,48.5,89.7,84+,125.0,67.5,150.0,342.5,2017-10-07
Sigve Valentinsen,M,SBD,50.5,85.0,93,200.0,155.0,220.0,575.0,2011-12-09
Andreas Michalsen,M,SBD,20.5,93.0,93,110.0,90.0,140.0,340.0,2011-02-26
Anja Wiggen Skancke,F,SBD,17.5,75.59,76,171.5,65.0,170.0,406.5,2023-04-15
Selma Karoline Matilde Ramberg,F,SBD,21.5,56.4,57,145.5,105.0,150.0,400.5,2023-04-15
Emma Elise Aas,F,SBD,19.5,60.5,63,115.0,62.5,157.5,335.0,2023-04-15
Liz Tobiassen,F,SBD,18.5,60.6,63,112.5,72.5,142.5,327.5,2023-04-15
Juliane Slettnes,F,SBD,21.5,72.3,76,184.0,100.0,185.0,469.0,2023-04-15
Amalie Senland,F,SBD,21.5,105.9,84+,178.0,95.0,188.0,461.0,2023-04-15
Simen Johnson Myrvold,M,SBD,22.5,82.71,83,260.0,195.5,265.0,720.5,2023-04-15
Elias Hanken Fiskerstrand,M,SBD,21.5,81.64,83,247.5,170.0,295.0,712.5,2023-04-15
Lars Engø-Monsen,M,SBD,20.5,82.35,83,235.0,172.5,257.5,665.0,2023-04-15
Erlend Kristensen,M,SBD,22.5,92.47,93,250.0,175.0,300.0,725.0,2023-04-15
Kasper Høiland Andersen,M,SBD,22.5,92.35,93,225.0,150.0,260.0,635.0,2023-04-15
Joakim Eriksson Aas,M,SBD,19.5,89.1,93,210.0,145.0,245.0,600.0,2023-04-15
Mats Høylo Kjøllesdal,M,SBD,21.5,104.82,105,285.0,190.0,320.5,795.5,2023-04-15
Vetle Velle,M,SBD,19.5,103.7,105,215.0,140.0,285.0,640.0,2023-04-15
Fredrik Hoff Saltvik,M,SBD,20.5,103.53,105,227.5,120.0,265.0,612.5,2023-04-15
Bjørn Andre S. Westbye,M,SBD,21.5,152.13,120+,360.0,180.0,332.5,872.5,2023-04-15
Vidar Alexander Ringvold,M,SBD,58.5,111.3,120,190.0,170.0,190.0,550.0,2014-02-08
Marte Kjenner,F,SBD,29.5,71.82,72,175.0,97.5,202.5,475.0,2019-10-05
Kristina Grimstad Nordstrand,F,SBD,40.5,83.2,84,140.0,77.5,145.0,362.5,2019-10-05
Mathias Hergot,M,SBD,19.5,90.05,93,205.0,152.5,242.5,600.0,2019-10-05
Joar Finsaas,M,SBD,19.5,111.5,120,227.5,135.0,240.0,602.5,2019-10-05
Erik Røen,M,SBD,22.5,142.6,120+,317.5,195.0,357.5,870.0,2019-10-05
Geir Bedin,M,SBD,50.5,88.0,93,217.5,50.0,230.0,497.5,2019-10-05
Håkon Danielsen,M,SBD,18.5,76.9,83,150.0,112.5,190.0,452.5,2012-03-16
Pernille Stenberg,F,SBD,21.5,52.0,52,90.0,65.0,107.5,262.5,2016-02-14
Katrine Sundal Haune,F,SBD,20.5,62.95,63,130.0,72.5,135.0,337.5,2016-02-14
Marit Pettersen,F,SBD,61.5,89.65,84+,105.0,55.0,145.0,305.0,2016-02-14
Jacob Florelius,M,SBD,17.5,82.0,83,180.0,115.0,215.0,510.0,2016-02-14
Ali Hamdan,M,SBD,16.5,92.45,93,232.5,142.5,272.5,647.5,2016-02-14
Jøran Langset,M,SBD,38.5,73.0,74,202.5,125.0,245.0,572.5,2016-02-14
Ruben Hoffman Gjelsnes,M,SBD,42.5,92.3,93,200.0,137.5,215.0,552.5,2016-02-14
Georg Øksendal,M,SBD,42.5,115.95,120,210.0,160.0,230.0,600.0,2016-02-14
Rolf Stenberg,M,SBD,62.5,105.0,105,195.0,130.0,255.0,580.0,2016-02-14
Bjarne Havnen,M,SBD,45.5,120.5,120+,175.0,160.0,210.0,545.0,2014-02-08
Rolf Stenberg,M,SBD,60.5,103.6,105,205.0,135.0,250.0,590.0,2014-02-08
